rms,score
5.195,21.397
6.492,21.397
4.589,21.397
3.005,21.397
5.948,21.397
5.758,21.398
6.944,21.398
4.741,21.399
2.623,21.400
5.368,21.400
6.482,21.402
5.229,21.403
4.567,21.404
6.649,21.404
6.311,21.405
5.581,21.406
3.936,21.406
5.047,21.408
2.990,21.408
6.032,21.408
6.873,21.409
4.714,21.409
4.508,21.410
6.607,21.410
5.775,21.411
2.454,21.411
5.763,21.412
6.516,21.412
5.808,21.412
5.694,21.412
3.155,21.412
5.961,21.412
5.252,21.413
6.439,21.413
5.267,21.415
5.618,21.417
3.615,21.418
6.331,21.418
5.760,21.421
4.249,21.422
4.111,21.422
6.761,21.422
3.253,21.423
4.107,21.425
6.678,21.426
6.047,21.426
5.638,21.426
4.287,21.427
6.318,21.427
5.267,21.427
5.714,21.427
5.122,21.427
5.486,21.428
7.273,21.429
5.494,21.429
5.754,21.429
4.743,21.430
6.192,21.431
5.383,21.431
7.004,21.431
5.093,21.433
5.713,21.433
4.216,21.433
5.157,21.435
5.148,21.435
3.789,21.435
3.996,21.435
6.430,21.435
4.174,21.436
5.690,21.436
6.865,21.436
5.997,21.437
6.669,21.437
5.552,21.437
5.172,21.437
2.780,21.438
7.058,21.438
5.671,21.438
6.528,21.438
5.646,21.439
4.322,21.439
3.820,21.439
5.376,21.441
5.080,21.442
5.548,21.444
5.528,21.444
6.074,21.444
2.872,21.445
5.339,21.445
4.922,21.447
6.178,21.447
4.220,21.447
5.864,21.448
6.108,21.449
5.521,21.449
3.834,21.449
6.250,21.450
5.189,21.450
5.851,21.450
5.722,21.450
6.905,21.451
3.478,21.453
6.183,21.455
6.177,21.456
5.530,21.457
5.649,21.457
4.597,21.458
4.019,21.459
5.024,21.460
6.158,21.461
4.947,21.461
6.894,21.462
4.333,21.463
6.364,21.464
5.994,21.464
3.062,21.465
6.423,21.466
6.680,21.466
3.923,21.468
2.888,21.468
2.326,21.468
6.257,21.469
3.403,21.469
7.197,21.469
5.954,21.469
2.358,21.471
3.025,21.471
5.595,21.471
4.735,21.471
3.067,21.472
3.138,21.472
5.595,21.472
5.566,21.474
4.709,21.474
5.269,21.476
4.755,21.476
4.900,21.477
5.708,21.477
6.568,21.478
4.011,21.478
5.838,21.479
4.137,21.479
6.278,21.479
3.101,21.479
5.610,21.479
4.872,21.479
6.647,21.480
6.095,21.481
3.457,21.482
6.239,21.483
5.478,21.484
3.930,21.484
5.657,21.485
6.014,21.485
6.371,21.485
6.136,21.486
6.231,21.486
5.212,21.487
3.195,21.489
6.683,21.490
4.494,21.490
5.097,21.491
6.741,21.491
5.404,21.492
6.008,21.494
5.223,21.494
5.630,21.494
5.538,21.494
6.067,21.495
5.585,21.495
7.770,21.496
4.901,21.498
6.642,21.500
6.238,21.500
3.858,21.502
3.270,21.502
3.905,21.502
6.139,21.503
4.630,21.504
4.185,21.505
5.925,21.506
7.048,21.508
4.019,21.508
5.899,21.510
6.160,21.511
4.548,21.512
5.576,21.512
5.978,21.512
5.517,21.512
5.764,21.512
5.501,21.514
6.743,21.514
5.726,21.514
6.260,21.515
3.379,21.515
6.005,21.515
3.776,21.516
6.578,21.516
5.594,21.518
5.681,21.518
6.261,21.518
6.135,21.518
4.214,21.518
5.714,21.518
4.477,21.519
4.945,21.519
5.574,21.520
4.459,21.520
5.870,21.521
4.607,21.522
4.088,21.522
5.113,21.522
5.684,21.523
5.777,21.523
6.176,21.526
5.821,21.526
6.149,21.526
4.111,21.528
6.548,21.529
5.658,21.529
5.705,21.529
5.200,21.529
3.615,21.530
6.921,21.530
4.987,21.530
4.199,21.531
6.678,21.532
6.736,21.533
5.887,21.533
4.894,21.533
5.420,21.533
5.624,21.534
6.037,21.535
5.059,21.535
4.631,21.537
2.760,21.537
6.721,21.537
5.617,21.538
6.091,21.538
6.877,21.540
6.120,21.540
6.022,21.541
3.927,21.543
5.963,21.544
5.886,21.544
2.824,21.546
4.403,21.546
5.739,21.547
2.974,21.547
4.289,21.548
4.412,21.548
5.987,21.549
7.517,21.549
4.926,21.549
5.743,21.550
4.589,21.551
4.933,21.551
5.737,21.551
5.644,21.553
5.792,21.554
4.953,21.554
6.581,21.554
3.136,21.555
5.498,21.556
5.855,21.556
5.676,21.557
6.074,21.558
5.328,21.558
6.094,21.558
4.683,21.558
4.724,21.559
6.218,21.559
5.442,21.560
3.909,21.561
6.078,21.561
4.363,21.561
2.663,21.562
6.133,21.562
3.961,21.566
2.802,21.566
6.680,21.567
5.138,21.568
5.398,21.569
3.872,21.569
4.568,21.570
4.832,21.570
5.133,21.571
7.108,21.573
6.172,21.575
7.011,21.577
3.702,21.577
3.956,21.577
3.221,21.578
4.047,21.578
6.285,21.578
5.469,21.579
4.692,21.579
5.761,21.580
6.256,21.580
6.087,21.581
4.873,21.581
4.768,21.582
5.849,21.582
3.628,21.582
7.045,21.583
4.049,21.585
6.413,21.588
4.453,21.590
5.268,21.590
6.905,21.590
4.780,21.590
5.421,21.592
6.833,21.592
4.187,21.593
5.049,21.594
3.723,21.594
4.593,21.595
7.075,21.595
5.006,21.596
5.394,21.596
6.092,21.599
6.241,21.599
3.416,21.600
6.046,21.600
5.723,21.600
5.660,21.602
5.016,21.602
6.059,21.605
2.923,21.606
4.552,21.607
5.897,21.607
5.898,21.607
3.745,21.609
3.401,21.609
5.839,21.610
4.041,21.610
3.720,21.612
6.440,21.613
3.128,21.614
4.389,21.614
4.822,21.615
5.518,21.615
3.837,21.617
5.558,21.617
5.725,21.617
4.940,21.617
5.469,21.617
5.997,21.618
5.007,21.618
5.620,21.618
4.461,21.619
5.359,21.621
5.011,21.623
4.820,21.623
5.288,21.623
5.802,21.623
5.623,21.624
6.415,21.625
5.501,21.626
5.991,21.627
4.581,21.627
3.488,21.628
7.108,21.628
6.009,21.628
7.599,21.629
5.913,21.630
3.617,21.630
5.098,21.632
4.875,21.634
5.102,21.636
7.028,21.636
3.004,21.637
5.198,21.638
6.641,21.638
7.184,21.639
5.981,21.639
4.697,21.639
2.860,21.639
5.403,21.640
3.531,21.640
4.127,21.640
5.785,21.643
3.145,21.643
5.648,21.644
6.729,21.644
6.705,21.644
5.264,21.646
2.894,21.646
6.111,21.647
6.479,21.647
5.882,21.647
6.029,21.647
4.769,21.647
5.154,21.647
5.275,21.648
5.828,21.649
5.254,21.650
5.790,21.650
4.130,21.651
6.475,21.652
4.605,21.652
6.954,21.652
4.553,21.652
5.528,21.653
6.006,21.653
3.069,21.654
5.947,21.655
4.505,21.656
5.128,21.656
6.248,21.656
5.648,21.658
5.426,21.658
5.821,21.658
5.932,21.660
5.572,21.662
5.388,21.662
6.395,21.663
6.105,21.663
5.617,21.665
5.459,21.665
5.436,21.666
7.132,21.666
5.917,21.667
4.389,21.667
6.081,21.668
4.634,21.668
5.582,21.669
5.401,21.670
2.743,21.672
5.117,21.674
5.961,21.674
5.763,21.676
3.967,21.676
4.457,21.678
5.456,21.678
6.611,21.678
5.117,21.678
6.351,21.679
4.814,21.679
5.933,21.680
4.756,21.680
6.916,21.680
3.596,21.680
5.195,21.681
6.313,21.681
7.229,21.682
3.922,21.682
6.413,21.683
5.892,21.683
5.323,21.684
3.704,21.684
5.872,21.684
6.448,21.684
5.396,21.685
6.727,21.687
4.441,21.689
5.428,21.691
3.555,21.691
3.292,21.691
5.959,21.691
4.098,21.691
6.229,21.691
5.344,21.692
5.973,21.693
6.016,21.693
6.122,21.695
5.791,21.696
5.670,21.697
6.184,21.697
4.046,21.698
4.991,21.698
4.857,21.699
4.002,21.699
4.322,21.700
6.244,21.700
4.324,21.703
6.243,21.704
3.197,21.706
5.393,21.706
5.610,21.706
3.988,21.707
6.802,21.707
6.529,21.708
6.054,21.709
6.613,21.710
3.004,21.710
6.692,21.713
5.817,21.713
6.511,21.713
5.205,21.714
5.187,21.714
5.218,21.715
4.621,21.718
4.106,21.719
5.643,21.719
5.564,21.719
6.180,21.720
5.437,21.720
5.760,21.720
5.032,21.721
5.598,21.721
4.335,21.721
2.933,21.722
6.472,21.722
5.941,21.723
4.949,21.725
4.135,21.725
5.643,21.726
6.443,21.726
6.678,21.729
4.842,21.729
5.768,21.733
5.374,21.733
5.001,21.735
2.943,21.735
5.460,21.737
4.537,21.737
6.030,21.737
4.076,21.737
4.081,21.738
2.792,21.740
4.060,21.740
7.066,21.741
5.126,21.741
6.835,21.741
4.478,21.742
6.924,21.742
6.187,21.742
6.472,21.743
3.204,21.743
6.165,21.743
5.574,21.744
6.605,21.746
6.536,21.747
5.140,21.747
6.406,21.748
6.744,21.748
2.278,21.748
5.055,21.749
4.501,21.749
4.423,21.749
4.680,21.749
6.858,21.749
4.810,21.750
5.992,21.751
5.076,21.751
6.669,21.752
5.609,21.752
4.524,21.753
6.417,21.753
4.406,21.753
5.410,21.754
5.695,21.754
5.503,21.756
3.635,21.756
6.077,21.757
5.566,21.757
6.058,21.761
3.926,21.762
5.797,21.762
3.750,21.764
4.972,21.765
6.585,21.765
5.064,21.766
5.796,21.767
6.094,21.767
5.825,21.767
4.551,21.767
5.592,21.769
6.568,21.770
6.535,21.771
3.593,21.772
4.850,21.772
5.216,21.772
3.680,21.773
5.244,21.774
6.343,21.774
5.331,21.774
5.482,21.775
5.548,21.775
4.101,21.777
3.008,21.778
3.605,21.778
5.265,21.779
5.968,21.779
6.813,21.780
6.234,21.780
3.848,21.780
4.553,21.780
2.777,21.780
6.722,21.781
6.803,21.783
6.370,21.783
2.880,21.783
3.165,21.786
6.791,21.786
6.728,21.786
7.339,21.787
4.784,21.787
5.686,21.788
6.380,21.788
5.475,21.788
4.592,21.788
6.066,21.789
5.665,21.789
4.536,21.789
5.745,21.789
5.927,21.790
5.474,21.790
3.781,21.791
6.412,21.792
5.682,21.793
3.429,21.793
5.940,21.794
6.891,21.794
4.120,21.794
5.296,21.795
4.427,21.795
5.078,21.795
3.774,21.796
3.961,21.796
4.491,21.797
7.129,21.797
6.580,21.797
5.638,21.798
6.343,21.799
5.853,21.799
5.834,21.801
6.447,21.803
5.551,21.803
6.407,21.803
5.769,21.804
6.261,21.804
4.991,21.804
5.810,21.805
5.655,21.805
6.331,21.806
5.199,21.807
5.312,21.808
5.912,21.808
3.855,21.808
6.280,21.808
5.781,21.811
5.954,21.811
4.750,21.811
6.200,21.811
5.908,21.812
5.627,21.813
4.860,21.815
5.878,21.815
5.819,21.815
3.685,21.816
6.347,21.816
7.054,21.817
3.155,21.817
4.431,21.817
3.463,21.818
5.667,21.818
5.216,21.819
4.235,21.820
5.601,21.823
5.449,21.823
4.682,21.824
4.557,21.824
2.580,21.825
3.913,21.825
2.831,21.825
4.564,21.826
6.450,21.826
6.245,21.826
4.238,21.827
5.053,21.827
6.819,21.827
4.231,21.828
6.068,21.829
5.190,21.831
3.372,21.832
5.768,21.832
5.365,21.834
4.295,21.834
5.167,21.835
3.420,21.838
4.515,21.839
4.894,21.839
6.744,21.839
5.503,21.839
6.809,21.840
3.745,21.840
3.474,21.842
3.436,21.842
6.231,21.842
3.606,21.845
5.589,21.846
5.369,21.846
5.013,21.847
5.617,21.847
5.857,21.847
5.279,21.848
6.674,21.848
6.227,21.848
7.130,21.848
5.411,21.850
4.940,21.850
3.667,21.851
4.162,21.852
6.819,21.853
4.826,21.854
6.605,21.856
7.089,21.856
5.743,21.857
4.846,21.857
5.553,21.857
4.343,21.857
5.767,21.858
4.134,21.859
6.577,21.859
5.222,21.859
3.418,21.860
5.599,21.860
4.836,21.861
5.382,21.861
5.717,21.862
5.611,21.862
5.403,21.862
5.945,21.863
3.603,21.863
4.037,21.865
5.909,21.865
4.355,21.866
4.807,21.866
3.449,21.867
3.018,21.867
5.359,21.868
5.341,21.868
5.463,21.868
6.704,21.869
4.365,21.870
5.878,21.870
5.193,21.872
3.435,21.873
6.828,21.874
5.761,21.874
2.201,21.875
4.103,21.875
5.243,21.875
6.415,21.875
3.482,21.876
4.870,21.877
6.846,21.878
6.794,21.878
6.108,21.878
3.100,21.878
6.062,21.880
5.787,21.880
5.309,21.880
4.489,21.882
6.205,21.882
3.507,21.883
6.341,21.883
6.267,21.883
4.377,21.885
5.982,21.885
5.087,21.887
6.183,21.888
4.607,21.888
5.678,21.888
5.158,21.889
5.540,21.890
5.366,21.891
1.643,21.892
4.821,21.893
5.086,21.894
4.345,21.895
5.365,21.896
5.399,21.897
6.492,21.897
6.014,21.897
3.895,21.897
3.670,21.898
4.974,21.898
5.106,21.899
4.774,21.900
5.582,21.901
3.396,21.901
5.177,21.901
5.510,21.902
5.448,21.902
5.475,21.902
4.108,21.902
3.385,21.905
3.551,21.905
4.012,21.906
5.380,21.906
5.467,21.906
5.160,21.906
4.977,21.906
5.138,21.907
4.348,21.907
6.867,21.908
3.280,21.909
5.459,21.909
5.289,21.911
5.281,21.912
5.964,21.914
5.549,21.914
3.961,21.915
5.660,21.915
3.977,21.915
5.537,21.916
6.071,21.916
3.585,21.917
3.818,21.918
5.265,21.919
4.166,21.919
4.695,21.920
6.263,21.920
5.299,21.921
6.970,21.921
4.320,21.922
7.074,21.922
5.854,21.923
5.973,21.923
4.443,21.923
5.941,21.926
5.851,21.926
4.731,21.927
3.796,21.927
5.672,21.928
3.942,21.929
5.727,21.929
4.853,21.930
6.513,21.931
3.519,21.931
6.538,21.932
5.179,21.932
5.015,21.932
5.838,21.932
5.596,21.933
4.290,21.933
3.633,21.934
5.342,21.934
5.706,21.934
5.736,21.936
6.582,21.937
5.431,21.937
5.987,21.937
2.826,21.938
5.673,21.938
5.142,21.938
6.747,21.939
5.328,21.939
3.717,21.940
5.284,21.940
6.598,21.940
6.542,21.940
5.414,21.941
5.029,21.941
5.547,21.942
3.743,21.942
4.809,21.943
5.703,21.945
3.559,21.945
6.128,21.950
5.771,21.951
4.593,21.952
2.898,21.953
5.799,21.956
6.865,21.958
5.443,21.958
6.022,21.959
5.225,21.961
4.348,21.961
4.476,21.963
5.651,21.964
4.164,21.964
4.209,21.964
4.381,21.965
4.474,21.966
5.718,21.966
7.092,21.966
3.523,21.967
4.848,21.969
5.877,21.970
4.197,21.972
6.562,21.972
4.879,21.972
3.537,21.972
6.389,21.973
3.818,21.973
3.715,21.974
5.390,21.975
4.205,21.975
3.562,21.975
4.353,21.976
6.762,21.977
3.948,21.977
5.773,21.978
5.051,21.978
5.104,21.978
4.441,21.980
4.257,21.982
5.054,21.986
3.670,21.986
5.405,21.986
3.955,21.990
5.551,21.990
5.418,21.991
6.760,21.991
6.104,21.992
4.319,21.992
5.304,21.993
6.238,21.993
3.598,21.995
3.300,21.996
5.391,21.997
5.425,21.997
6.654,21.998
5.882,21.998
6.646,21.999
4.182,21.999
5.704,22.000
5.620,22.000
3.947,22.000
5.148,22.000
5.808,22.001
6.004,22.002
2.411,22.003
3.916,22.003
3.456,22.003
3.438,22.007
5.336,22.007
5.535,22.007
6.100,22.008
5.331,22.009
5.878,22.009
5.702,22.011
6.432,22.011
6.746,22.013
5.135,22.014
4.184,22.014
5.865,22.016
4.945,22.017
6.516,22.018
5.545,22.018
4.025,22.019
6.863,22.019
6.117,22.019
6.277,22.020
5.116,22.020
5.325,22.021
6.901,22.022
5.421,22.022
4.424,22.023
5.685,22.023
4.118,22.023
3.154,22.027
6.244,22.029
6.657,22.029
5.382,22.029
5.652,22.030
5.635,22.030
4.123,22.031
3.114,22.032
4.675,22.033
2.995,22.034
5.869,22.034
4.788,22.035
6.958,22.036
5.711,22.037
6.378,22.038
6.583,22.041
6.788,22.042
7.028,22.042
6.158,22.042
6.069,22.042
3.996,22.043
5.520,22.044
6.386,22.045
4.693,22.046
4.416,22.046
4.601,22.047
5.765,22.048
2.970,22.048
5.391,22.049
3.326,22.050
5.745,22.050
6.000,22.050
4.542,22.050
5.697,22.050
5.512,22.051
6.221,22.052
7.280,22.052
5.032,22.053
6.671,22.053
5.467,22.055
3.882,22.057
6.861,22.058
6.209,22.058
4.219,22.058
5.711,22.059
5.247,22.059
5.542,22.059
5.568,22.060
4.614,22.060
6.967,22.062
5.123,22.063
5.284,22.063
4.700,22.063
5.539,22.063
5.284,22.064
4.973,22.065
4.855,22.066
4.651,22.066
6.345,22.067
5.955,22.069
5.688,22.070
3.085,22.072
4.577,22.072
3.898,22.073
4.120,22.074
6.311,22.074
5.658,22.077
3.419,22.078
6.980,22.078
4.713,22.078
5.133,22.078
6.118,22.079
6.816,22.079
3.816,22.079
2.420,22.079
4.076,22.080
5.898,22.081
4.930,22.081
2.488,22.085
4.032,22.086
4.686,22.086
6.064,22.086
3.490,22.086
5.941,22.087
3.968,22.088
3.438,22.089
4.327,22.090
5.193,22.090
5.382,22.091
6.187,22.091
3.955,22.092
4.240,22.095
5.043,22.097
5.768,22.097
6.849,22.098
4.157,22.100
3.207,22.103
5.329,22.103
5.726,22.104
3.638,22.104
1.462,22.104
4.135,22.104
5.541,22.106
6.058,22.108
6.045,22.109
4.757,22.109
3.710,22.109
3.655,22.109
3.643,22.110
5.500,22.114
4.317,22.115
5.584,22.116
3.484,22.116
6.585,22.116
5.680,22.117
3.908,22.117
5.276,22.117
3.713,22.118
6.358,22.119
5.342,22.120
2.373,22.123
7.316,22.124
5.104,22.125
5.592,22.125
6.273,22.127
5.777,22.127
5.396,22.128
3.722,22.128
5.726,22.131
6.355,22.131
5.747,22.131
6.584,22.132
5.622,22.132
3.551,22.133
6.316,22.133
5.491,22.135
6.840,22.135
4.078,22.136
5.983,22.136
2.804,22.137
5.531,22.137
2.797,22.137
4.281,22.138
5.144,22.138
6.264,22.139
4.075,22.140
5.130,22.140
3.017,22.141
5.849,22.142
4.686,22.142
6.691,22.144
5.306,22.145
6.684,22.145
4.538,22.146
3.818,22.146
5.202,22.146
3.884,22.147
5.369,22.147
3.861,22.147
4.965,22.147
5.088,22.148
3.764,22.148
5.201,22.149
6.468,22.150
4.014,22.153
6.857,22.153
6.010,22.153
3.723,22.153
5.401,22.154
5.359,22.154
5.480,22.155
3.374,22.156
3.118,22.156
5.496,22.156
4.379,22.156
6.011,22.157
5.378,22.157
4.140,22.158
5.668,22.159
5.672,22.159
4.626,22.160
6.642,22.161
4.377,22.161
4.560,22.161
3.956,22.162
4.444,22.162
2.488,22.163
4.559,22.163
6.255,22.164
3.649,22.164
5.808,22.165
4.945,22.165
4.721,22.166
3.611,22.168
5.488,22.168
3.443,22.171
3.992,22.171
6.094,22.173
5.537,22.175
4.600,22.176
6.813,22.176
3.264,22.177
3.334,22.178
5.107,22.178
5.250,22.179
4.697,22.180
6.950,22.180
3.880,22.181
4.711,22.182
5.294,22.182
5.527,22.182
6.520,22.183
4.976,22.183
5.568,22.184
5.387,22.185
5.475,22.185
4.511,22.185
5.487,22.186
4.899,22.187
6.768,22.188
5.073,22.189
4.400,22.189
5.403,22.190
4.918,22.190
5.336,22.191
5.192,22.191
5.861,22.191
3.687,22.192
5.857,22.193
6.184,22.194
5.435,22.195
6.634,22.195
4.698,22.195
5.928,22.196
5.926,22.197
6.584,22.197
6.737,22.198
7.119,22.199
6.485,22.200
5.509,22.202
5.326,22.203
6.250,22.204
3.527,22.204
4.441,22.206
5.733,22.207
5.555,22.208
4.702,22.208
4.064,22.208
6.657,22.208
6.674,22.209
4.113,22.211
6.137,22.211
3.918,22.212
5.995,22.212
5.196,22.214
4.524,22.215
4.957,22.215
6.578,22.215
5.633,22.215
7.335,22.215
3.940,22.216
5.106,22.216
6.645,22.216
5.282,22.216
4.168,22.217
6.286,22.218
5.834,22.218
6.604,22.218
3.503,22.221
7.100,22.221
6.071,22.222
6.971,22.223
7.102,22.224
6.841,22.225
4.732,22.226
4.987,22.226
4.079,22.227
4.534,22.227
3.474,22.228
6.621,22.228
6.660,22.228
4.589,22.229
5.884,22.229
5.627,22.229
4.943,22.229
6.415,22.230
5.625,22.230
3.864,22.230
4.804,22.231
5.636,22.232
6.354,22.232
4.862,22.232
3.014,22.233
4.862,22.233
2.771,22.234
4.326,22.234
6.644,22.234
5.829,22.235
6.424,22.235
4.922,22.235
5.678,22.237
5.155,22.238
3.693,22.239
5.639,22.242
5.526,22.242
7.031,22.243
5.273,22.244
5.766,22.245
5.822,22.245
5.780,22.245
3.769,22.245
5.957,22.246
6.507,22.246
5.433,22.246
4.861,22.247
3.135,22.249
5.232,22.249
6.304,22.249
3.535,22.250
6.491,22.250
4.643,22.251
5.190,22.252
4.016,22.252
5.333,22.252
5.015,22.253
6.497,22.253
5.521,22.254
4.567,22.254
6.685,22.255
4.380,22.257
5.411,22.257
5.171,22.259
5.555,22.260
6.632,22.260
4.111,22.261
2.281,22.261
6.424,22.261
3.752,22.262
3.067,22.262
6.926,22.262
4.965,22.264
6.331,22.264
3.591,22.265
4.974,22.266
5.657,22.267
5.734,22.268
5.647,22.269
6.309,22.269
5.862,22.269
5.635,22.270
3.408,22.271
4.880,22.271
2.889,22.271
5.837,22.272
6.448,22.273
3.696,22.273
5.782,22.273
4.547,22.273
4.871,22.274
4.900,22.275
4.345,22.275
3.831,22.275
4.423,22.277
5.311,22.278
5.175,22.280
3.630,22.283
7.164,22.283
5.325,22.284
4.726,22.284
5.327,22.285
5.641,22.286
6.236,22.287
2.381,22.287
6.353,22.287
6.622,22.288
6.536,22.289
4.234,22.290
7.053,22.291
5.371,22.292
2.690,22.292
6.301,22.292
4.410,22.293
6.036,22.293
4.087,22.295
3.137,22.296
6.402,22.296
4.036,22.296
6.148,22.296
6.548,22.297
3.724,22.297
4.109,22.297
5.433,22.297
3.535,22.297
5.220,22.299
6.119,22.300
6.511,22.300
5.088,22.300
6.047,22.301
6.291,22.302
5.727,22.302
6.324,22.303
4.261,22.304
2.936,22.305
2.810,22.305
4.952,22.305
5.513,22.306
4.908,22.306
5.318,22.306
4.994,22.307
4.515,22.307
5.111,22.307
3.673,22.307
1.725,22.309
5.270,22.309
5.928,22.310
6.719,22.312
6.331,22.313
3.827,22.313
5.628,22.313
5.744,22.313
5.260,22.314
4.580,22.314
6.010,22.314
5.951,22.315
5.125,22.316
3.450,22.316
6.068,22.317
5.839,22.317
5.371,22.317
6.584,22.317
4.632,22.317
6.133,22.317
4.128,22.318
4.949,22.318
5.846,22.319
6.766,22.319
5.835,22.319
3.140,22.319
3.718,22.320
2.527,22.321
5.697,22.321
5.461,22.321
5.533,22.322
7.419,22.322
5.504,22.323
5.842,22.323
6.089,22.325
5.619,22.325
5.967,22.325
3.243,22.326
6.757,22.327
4.725,22.327
5.874,22.329
6.201,22.329
4.575,22.329
4.337,22.329
6.658,22.331
6.341,22.331
5.699,22.332
6.001,22.335
5.417,22.336
6.432,22.336
3.689,22.338
5.880,22.338
3.561,22.339
4.099,22.339
7.221,22.340
2.548,22.342
5.689,22.343
5.495,22.344
6.266,22.345
3.254,22.345
4.841,22.347
5.206,22.348
6.973,22.348
5.306,22.348
5.491,22.349
5.370,22.350
4.831,22.352
5.743,22.353
5.658,22.355
2.498,22.355
3.007,22.356
3.844,22.357
5.878,22.357
5.874,22.357
4.932,22.358
6.380,22.359
6.571,22.359
4.197,22.362
4.998,22.363
5.513,22.364
5.912,22.367
5.874,22.368
6.816,22.368
4.787,22.369
5.533,22.370
3.809,22.370
4.340,22.373
5.632,22.373
6.016,22.374
6.182,22.374
5.979,22.374
5.368,22.375
6.473,22.376
6.170,22.376
3.790,22.376
6.573,22.376
5.303,22.377
4.589,22.377
5.830,22.378
3.143,22.380
5.863,22.380
6.338,22.381
7.064,22.382
4.736,22.383
5.271,22.384
5.704,22.385
5.820,22.385
4.400,22.386
4.626,22.386
6.486,22.388
6.548,22.389
5.316,22.390
2.977,22.393
6.432,22.394
6.553,22.394
3.437,22.395
4.072,22.396
5.679,22.396
6.665,22.397
4.270,22.399
4.826,22.399
4.654,22.399
6.764,22.400
6.429,22.402
5.313,22.402
3.595,22.402
3.977,22.404
5.584,22.404
5.558,22.404
4.455,22.404
2.623,22.405
5.613,22.405
5.799,22.406
5.874,22.406
5.189,22.409
5.262,22.409
3.075,22.410
5.381,22.410
5.992,22.411
5.098,22.411
5.690,22.411
6.872,22.412
4.428,22.413
5.936,22.414
5.013,22.414
3.066,22.415
5.433,22.416
5.278,22.416
4.929,22.417
3.780,22.418
3.259,22.418
6.241,22.419
6.369,22.419
6.458,22.419
5.910,22.420
5.340,22.421
6.629,22.421
5.912,22.421
3.883,22.422
4.910,22.424
4.275,22.425
4.911,22.426
7.428,22.427
2.970,22.430
5.854,22.430
5.177,22.431
5.667,22.432
4.879,22.434
4.118,22.435
5.371,22.438
6.034,22.438
5.974,22.439
5.058,22.439
5.575,22.440
6.618,22.441
3.368,22.441
4.337,22.442
5.345,22.443
4.036,22.444
5.441,22.446
6.863,22.447
7.304,22.447
4.075,22.449
6.155,22.450
5.936,22.450
5.796,22.450
5.730,22.451
6.089,22.451
2.817,22.454
5.477,22.456
6.661,22.456
4.227,22.456
3.507,22.456
3.002,22.456
5.114,22.456
5.092,22.460
5.272,22.461
6.030,22.462
3.985,22.464
2.222,22.464
6.746,22.465
5.225,22.465
5.618,22.466
3.428,22.466
4.700,22.467
4.576,22.469
4.455,22.470
4.542,22.471
4.294,22.472
4.476,22.473
4.819,22.473
5.658,22.474
6.191,22.474
5.752,22.475
4.923,22.476
5.067,22.477
3.304,22.479
5.756,22.479
6.326,22.479
6.658,22.480
4.197,22.480
3.920,22.481
5.709,22.481
4.734,22.481
4.530,22.482
4.791,22.483
5.518,22.483
5.909,22.483
4.169,22.484
6.625,22.486
3.603,22.488
5.139,22.489
3.394,22.489
3.153,22.490
3.964,22.495
6.038,22.496
3.933,22.496
5.413,22.497
3.995,22.498
3.544,22.500
6.573,22.502
5.882,22.502
4.473,22.503
6.704,22.504
3.596,22.504
6.150,22.504
7.282,22.505
5.332,22.505
5.371,22.506
6.478,22.507
5.563,22.507
7.104,22.507
3.628,22.508
5.038,22.513
5.304,22.514
4.974,22.515
5.717,22.515
4.554,22.515
6.611,22.517
5.493,22.518
5.987,22.519
5.007,22.519
6.085,22.519
6.685,22.519
5.720,22.519
5.303,22.522
5.721,22.523
3.285,22.523
4.154,22.524
5.006,22.526
3.347,22.528
6.152,22.529
4.679,22.530
6.495,22.530
5.535,22.532
5.674,22.532
5.258,22.532
2.261,22.536
5.292,22.536
5.958,22.537
5.335,22.538
3.844,22.538
5.272,22.539
5.436,22.539
4.507,22.539
6.376,22.539
4.915,22.541
4.215,22.541
5.778,22.541
3.872,22.541
4.389,22.541
5.532,22.542
3.094,22.543
5.519,22.544
3.035,22.544
6.273,22.544
5.558,22.546
5.599,22.547
4.685,22.548
6.410,22.550
5.748,22.551
6.455,22.554
5.453,22.555
5.839,22.556
6.096,22.558
5.968,22.558
5.505,22.558
5.870,22.559
5.270,22.560
5.893,22.560
5.892,22.560
5.333,22.562
6.120,22.562
6.261,22.563
4.249,22.565
5.674,22.566
5.372,22.566
5.817,22.566
4.333,22.566
5.476,22.566
4.220,22.568
5.650,22.568
3.979,22.569
5.506,22.569
4.185,22.570
5.865,22.570
5.816,22.570
5.037,22.571
4.925,22.571
4.660,22.572
5.255,22.573
4.326,22.573
3.691,22.574
4.697,22.574
4.186,22.575
6.293,22.575
5.419,22.576
4.696,22.576
3.850,22.577
5.547,22.577
4.976,22.578
3.696,22.578
5.055,22.578
6.947,22.579
5.279,22.579
4.416,22.581
3.895,22.582
5.697,22.582
3.775,22.582
4.227,22.583
3.419,22.583
6.647,22.584
3.802,22.585
7.174,22.587
6.626,22.587
3.563,22.587
5.793,22.588
6.242,22.589
5.709,22.590
4.604,22.591
5.609,22.591
6.953,22.593
6.485,22.594
4.078,22.594
6.309,22.595
6.216,22.595
2.864,22.595
5.683,22.595
5.034,22.596
5.979,22.597
5.156,22.597
4.991,22.598
2.760,22.599
6.428,22.599
6.755,22.602
7.161,22.603
5.703,22.604
3.902,22.604
7.246,22.604
5.777,22.605
3.546,22.605
5.607,22.606
